FrameIndex,ObjectType,ObjectName,PosX,PosY,PosZ,RotW,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
162,Joint,Joint_0,10.6333,1.13982,9.14421,0.90469,-0.11429,0.10069,-0.39792,1,1,1
162,Joint,Joint_1,10.6241,1.14727,9.18502,0.90469,-0.11429,0.10069,-0.39792,1,1,1
162,Joint,Joint_2,10.63868,1.16409,9.23773,0.90553,0.11554,0.09185,-0.39779,1.00005,1.00004,0.99999
162,Joint,Joint_3,10.64143,1.15363,9.27315,0.86981,0.23835,0.04231,-0.42992,0.99996,0.99995,0.99995
162,Joint,Joint_4,10.63831,1.14293,9.29409,0.84653,0.29645,0.04404,-0.43997,1.00005,1.00001,1
162,Joint,Joint_5,10.63519,1.13136,9.31237,0.84653,0.29645,0.04404,-0.43997,1,1,1
162,Joint,Joint_6,10.65086,1.12131,9.17652,0.78135,-0.05907,0.19349,-0.59039,1.00002,1.00001,0.99996
162,Joint,Joint_7,10.66745,1.11524,9.21744,0.82956,0.02799,0.16237,-0.53356,0.99996,1.00004,1.00007
162,Joint,Joint_8,10.67463,1.10865,9.24581,0.77059,0.20125,0.08239,-0.59908,1.00002,1.00001,0.99994
162,Joint,Joint_9,10.67237,1.10055,9.26376,0.75968,0.22102,0.0055,-0.61156,1.00002,0.99997,0.99997
162,Joint,Joint_10,10.66781,1.09362,9.28353,0.75968,0.22102,0.0055,-0.61156,1,1,1
162,Joint,Joint_11,10.63666,1.13773,9.18048,0.90469,-0.11429,0.10069,-0.39792,1,1,1
162,Joint,Joint_12,10.65596,1.15127,9.23412,0.88587,0.08165,0.12664,-0.43879,0.99996,1.00001,1.00001
162,Joint,Joint_13,10.66236,1.14055,9.27413,0.83841,0.27997,0.02612,-0.46691,1.00003,1,1.00004
162,Joint,Joint_14,10.6565,1.12727,9.29678,0.80236,0.31355,0.01828,-0.50751,0.99997,1.00001,0.99996
162,Joint,Joint_15,10.65053,1.11463,9.31678,0.80236,0.31355,0.01828,-0.50751,1,1,1
162,Joint,Joint_16,10.64463,1.14555,9.18917,0.90469,-0.11429,0.10069,-0.39792,1,1,1
162,Joint,Joint_17,10.64819,1.12939,9.17694,0.90469,-0.11429,0.10069,-0.39792,1,1,1
162,Joint,Joint_18,10.66382,1.13393,9.22706,0.86508,0.04544,0.15695,-0.47427,0.99999,1.00004,1.00004
162,Joint,Joint_19,10.67251,1.12527,9.2631,0.81467,0.23035,0.04403,-0.53039,1.00004,0.99993,0.99994
162,Joint,Joint_20,10.66803,1.11432,9.28619,0.7883,0.28302,-0.02365,-0.54583,0.99993,1.00003,1.00001
162,Joint,Joint_21,10.66124,1.1045,9.30678,0.7883,0.28302,-0.02365,-0.54583,1,1,1
162,Joint,Joint_22,10.61275,1.14501,9.18842,0.89402,-0.05214,-0.13384,0.42439,1.00002,0.99997,0.99999
162,Joint,Joint_23,10.60375,1.14436,9.21886,0.92341,0.11948,-0.00226,0.36473,0.99999,0.99999,1.00005
162,Joint,Joint_24,10.60649,1.13703,9.25091,0.89451,0.03182,-0.12075,0.42925,1.00001,0.99999,1
162,Joint,Joint_25,10.60158,1.1343,9.27428,0.89451,0.03182,-0.12075,0.42925,1,1,1
162,Joint,Joint_26,10.41127,1.07234,8.93393,-0.9624,0.19429,-0.17478,-0.07414,1,1,1
162,Joint,Joint_27,10.44128,1.07778,8.96315,-0.9624,0.19429,-0.17478,-0.07414,1,1,1
162,Joint,Joint_28,10.46294,1.10501,9.00894,-0.98578,0.01917,-0.16658,-0.01106,1.00005,1.00004,0.99999
162,Joint,Joint_29,10.47508,1.10655,9.04388,-0.97713,-0.13531,-0.16363,-0.01162,0.99996,0.99995,0.99995
162,Joint,Joint_30,10.48275,1.10036,9.06547,-0.97636,-0.16633,-0.13661,-0.01965,1.00005,1.00001,1
162,Joint,Joint_31,10.48844,1.09431,9.08569,-0.97636,-0.16633,-0.13661,-0.01965,1,1,1
162,Joint,Joint_32,10.4026,1.07556,8.97405,-0.94438,0.12386,-0.07572,-0.29509,1.00002,1.00001,0.99996
162,Joint,Joint_33,10.40572,1.08798,9.01674,-0.97334,0.08147,-0.02754,-0.21261,0.99996,1.00004,1.00007
162,Joint,Joint_34,10.40629,1.09309,9.04629,-0.95514,-0.13625,-0.04441,-0.25917,1.00002,1.00001,0.99994
162,Joint,Joint_35,10.40937,1.08838,9.06531,-0.95072,-0.13202,-0.09378,-0.26441,1.00002,0.99997,0.99997
162,Joint,Joint_36,10.41432,1.08518,9.08592,-0.95072,-0.13202,-0.09378,-0.26441,1,1,1
162,Joint,Joint_37,10.42533,1.07843,8.96608,-0.9624,0.19429,-0.17478,-0.07414,1,1,1
162,Joint,Joint_38,10.44208,1.10754,9.0148,-0.9876,-0.00843,-0.14429,-0.06134,0.99996,1.00001,1.00001
162,Joint,Joint_39,10.45407,1.10758,9.05496,-0.97545,-0.15382,-0.14892,-0.05159,1.00003,1,1.00004
162,Joint,Joint_40,10.46231,1.09992,9.0794,-0.97306,-0.15602,-0.1412,-0.09421,0.99997,1.00001,0.99996
162,Joint,Joint_41,10.46928,1.09414,9.10205,-0.97306,-0.15602,-0.1412,-0.09421,1,1,1
162,Joint,Joint_42,10.42667,1.08994,8.97437,-0.9624,0.19429,-0.17478,-0.07414,1,1,1
162,Joint,Joint_43,10.40937,1.07945,8.97063,-0.9624,0.19429,-0.17478,-0.07414,1,1,1
162,Joint,Joint_44,10.42342,1.09987,9.01714,-0.9853,0.03215,-0.11527,-0.12189,0.99999,1.00004,1.00004
162,Joint,Joint_45,10.43177,1.10335,9.05412,-0.97169,-0.13409,-0.13736,-0.13778,1.00004,0.99993,0.99994
162,Joint,Joint_46,10.43966,1.09757,9.07816,-0.95733,-0.18425,-0.17238,-0.14092,0.99993,0.99997,1.00001
